Titulo,Ano,Duracao,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Burn Out,2017,104 min,Netflix,TV-MA,,,"When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt."
Paskal,2018,115 min,Netflix,TV-14,,,Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.
Lady J,2019,111 min,Netflix,TV-MA,,,"When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman."
That Thing Called Tadhana,2015,91 min,Netflix,TV-MA,,,"A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony."
Sarvam Thaala Mayam (Tamil Version),2018,131 min,Netflix,TV-14,,,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist."
The Last Runway,2018,107 min,Netflix,TV-MA,,,An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border.
Bride For Rent,2014,110 min,Netflix,TV-PG,,,"Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more."
Zach Galifianakis: Live at the Purple Onion,2006,61 min,Netflix,TV-MA,,,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit."
The Photographer Of Mauthausen,2018,110 min,Netflix,TV-MA,,,A Catalán prisoner at a Nazi concentration camp uses his office job to steal photo negatives of the atrocities committed there. Based on true events.
Transformer,2017,79 min,Netflix,TV-MA,,,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.
Genius,2018,96 min,Netflix,TV-14,,,Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.
Black Sea,2015,114 min,Netflix,R,,,"A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist."
Awe,2018,111 min,Netflix,TV-MA,,,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection."
Buddies,2012,103 min,Netflix,TV-MA,,,"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together."
Candyflip,2017,104 min,Netflix,TV-MA,,,"On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs."
Chameli,2004,102 min,Netflix,TV-14,,,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
Fatso,2012,97 min,Netflix,TV-14,,,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend."
Sur: The Melody of Life,2002,137 min,Netflix,TV-14,,,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over."
Manusangada,2017,93 min,Netflix,TV-14,,,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
Lego DC Comics: Batman Be-Leaguered,2014,22 min,Netflix,TV-Y7,,,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
LEGO Marvel Super Heroes: Black Panther,2018,22 min,Netflix,TV-Y7,,,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
LEGO Marvel Super Heroes: Guardians of the Galaxy,2017,22 min,Netflix,TV-Y,,,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
Maharaja: The Story of Ranjit Singh,2010,56 min,Netflix,TV-14,,,"The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature."
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,91 min,Netflix,TV-14,,,"Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019."
High Society,2018,137 min,Netflix,TV-MA,,,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
Up Among  The Stars,2018,86 min,Netflix,TV-MA,,,"A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond."
Surga Yang Tak Dirindukan,2015,121 min,Netflix,TV-14,,,"After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first."
Surga Yang Tak Dirindukan 2,2017,119 min,Netflix,TV-14,,,"In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle."
Animas,2018,88 min,Netflix,TV-MA,,,A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
Mi Obra Maestra,2018,105 min,Netflix,TV-MA,,,"A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship."
Just Love,2018,96 min,Netflix,TV-MA,,,"Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
FYRE: The Greatest Party That Never Happened,2019,98 min,Netflix,TV-MA,,,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
Old Lord Savanna,2018,96 min,Netflix,TV-14,,,This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.
Soni,2018,97 min,Netflix,TV-MA,,,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
Abducted in Plain Sight,2017,90 min,Netflix,TV-14,,,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice."
"Abdullah, The Final Witness",2016,88 min,Netflix,TV-14,,,"Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case."
GODZILLA The Planet Eater,2018,91 min,Netflix,TV-PG,,,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
El Potro: Unstoppable,2018,122 min,Netflix,TV-MA,,,"Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life."
Puriyatha Puthir,2017,120 min,Netflix,TV-MA,,,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
Gina Yashere: Laughing to America,2013,68 min,Netflix,TV-MA,,,"British comic Gina Yashere takes the stage in San Francisco, where she shares her thoughts on everything from toilet ninjas to her troublesome name."
Mexicanos de Bronce,2016,100 min,Netflix,TV-MA,,,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap."
Taylor Swift reputation Stadium Tour,2018,125 min,Netflix,TV-PG,,,"Taylor Swift takes the stage in Dallas for the reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic."
The Seven Deadly Sins the Movie: Prisoners of the Sky,2018,100 min,Netflix,TV-14,,,"The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
Tim Allen: ReWires America,1991,30 min,Netflix,TV-MA,,,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves."
Tim Minchin And The Heritage Orchestra Live,2011,146 min,Netflix,TV-MA,,,"Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy."
Tim Minchin: So F**king Rock,2008,127 min,Netflix,TV-MA,,,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.
Todd Glass: Stand-Up Special,2012,46 min,Netflix,TV-MA,,,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
Tom Papa Live in New York City,2011,57 min,Netflix,TV-14,,,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
A Twelve Year Night,2018,122 min,Netflix,TV-MA,,,Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.
Aggretsuko: We Wish You a Metal Christmas,2018,22 min,Netflix,TV-PG,,,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
Miss J Contemplates Her Choice,2014,89 min,Netflix,TV-MA,,,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
Ascharyachakit!,2018,90 min,Netflix,TV-MA,,,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
Prince of Peoria: A Christmas Moose Miracle,2018,29 min,Netflix,TV-G,,,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
Dragons: Dawn of the Dragon Racers,2014,27 min,Netflix,TV-PG,,,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
Springsteen on Broadway,2018,153 min,Netflix,TV-MA,,,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
Kita Kita,2017,84 min,Netflix,TV-14,,,"When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
ROMA,2018,135 min,Netflix,R,,,"Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s."
RUSSELL BRAND: RE:BIRTH,2018,63 min,Netflix,TV-MA,,,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
"Ayotzinapa, el paso de la tortuga",2018,73 min,Netflix,TV-MA,,,"Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families."
Oddbods: The Festive Menace,2018,23 min,Netflix,TV-Y,,,"In this ""Oddbods"" special, Bubbles's latest invention, the Naughty-or-Nice Machine, zaps Santa Claus, jeopardizing the whole Christmas holiday season."
Power Paandi,2017,124 min,Netflix,TV-MA,,,"Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love."
Roll With Me,2017,90 min,Netflix,TV-MA,,,"Backed by a crew of unlikely allies, newly sober paraplegic Gabriel Cordell teams up with his nephew for a grueling wheelchair trek across America."
Angela's Christmas,2018,30 min,Netflix,TV-Y,,,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.
El club de los insomnes,2018,82 min,Netflix,TV-MA,,,"An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart."
My Little Pony Friendship Is Magic: Best Gift Ever,2018,44 min,Netflix,TV-Y,,,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents."
The Tribe,2018,91 min,Netflix,TV-MA,,,"An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group."
The Giant,2017,115 min,Netflix,TV-14,,,"In 1843, crippled Martin returns from war to his Basque hometown and finds his brother has grown into a giant, which they turn into a circus act."
"All's Well, End's Well (2009)",2009,99 min,Netflix,TV-14,,,"Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her."
They’ll Love Me When I’m Dead,2018,98 min,Netflix,TV-MA,,,"Actors, crew members and others who were there discuss the tumultuous creation of Orson Welles's final, unfinished film, “The Other Side of the Wind.”"
ABCD: Any Body Can Dance,2013,136 min,Netflix,TV-14,,,"Thrown out of the elite dance studio he founded, Vishnu's spirits rebound when he sees young street dancers prepping for an annual contest."
Arjun: The Warrior Prince,2011,91 min,Netflix,TV-14,,,This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.
Christmas With A View,2018,91 min,Netflix,TV-PG,,,"Still reeling from a business failure, the restaurant manager of a ski resort finds her world jolted by a new chef, who has his own hidden past."
Dhoondte Reh Jaoge,2009,124 min,Netflix,TV-14,,,"An accountant and a producer hatch a scheme to finance a movie, while making every effort to ensure that it flops so they may pocket the difference."
"Edmilson Filho: Notas, Comedy about Relationships",2017,80 min,Netflix,TV-MA,,,"Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women."
Gaddar: the Traitor,2015,126 min,Netflix,TV-14,,,An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.
Katt Williams: The Pimp Chronicles: Pt. 1,2006,45 min,Netflix,TV-MA,,,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America."
Life in a ... Metro,2007,126 min,Netflix,TV-14,,,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.
Paan Singh Tomar,2010,129 min,Netflix,TV-14,,,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.
Vaya,2016,106 min,Netflix,TV-MA,,,"Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive."
Yeh Hai Bakrapur,2014,95 min,Netflix,TV-PG,,,"A poor family’s goat suddenly acquires divine status, sparking a widespread frenzy as everyone clamors to benefit from its unexpected celebrity."
Baahubali: The Beginning (English Version),2015,138 min,Netflix,TV-14,,,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.
ADAM SANDLER 100% FRESH,2018,74 min,Netflix,TV-MA,,,"From ""Heroes"" to ""Ice Cream Ladies"" – Adam Sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way."
Scorpion King 5: Book of Souls,2018,102 min,Netflix,PG-13,,,The Scorpion King joins forces with a Nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished.
"Club de Cuervos Presents: I, Potro",2018,51 min,Netflix,TV-MA,,,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.
Derren Brown: Sacrifice,2018,50 min,Netflix,TV-MA,,,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.
Gnome Alone,2018,86 min,Netflix,PG,,,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world."
Naa Bangaaru Talli,2013,122 min,Netflix,TV-14,,,"A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking."
22 July,2018,144 min,Netflix,R,,,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story."
Tales From the Hood 2,2018,110 min,Netflix,R,,,Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.
Death Race: Beyond Anarchy,2017,111 min,Netflix,R,,,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race."""
Eric ldle's What About Dick?,2012,81 min,Netflix,TV-MA,,,"In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano."
Monty Python Conquers America,2008,55 min,Netflix,TV-MA,,,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.
"Monty Python Live (Mostly): One Down, Five to Go",2014,137 min,Netflix,TV-MA,,,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance."
Monty Python: Before the Flying Circus,2000,56 min,Netflix,TV-MA,,,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe."
Monty Python: Live at The Hollywood Bowl,1982,80 min,Netflix,R,,,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."""
Monty Python's Life of Brian,1979,94 min,Netflix,R,,,"Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter."
Parrot Sketch Not Included: Twenty Years of Monty Python,1989,72 min,Netflix,TV-14,,,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series."
Delhi 6,2009,128 min,Netflix,TV-14,,,"In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots."
My Little Pony Equestria Girls: Forgotten Friendship,2018,44 min,Netflix,TV-Y,,,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.
My Little Pony Equestria Girls: Rollercoaster of Friendship,2018,44 min,Netflix,TV-Y,,,"Rarity gets a summer job at Equestria Land, making Applejack feel jealous. But when their friends start vanishing, they must work together to find them."
Peace Haven,2016,73 min,Netflix,TV-14,,,Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.
Saadey CM Saab,2015,131 min,Netflix,TV-PG,,,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.
The Birth Reborn,2018,91 min,Netflix,TV-MA,,,"Featuring experts in their fields and raw and moving footage, this documentary makes a case for increased autonomy in women's choices for childbirth."
Theeya Velai Seyyanum Kumaru,2013,132 min,Netflix,TV-PG,,,"When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life."
We Are Family,2010,119 min,Netflix,TV-14,,,A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.
Lessons from a School Shooting: Notes from Dunblane,2018,24 min,Netflix,TV-14,,,"Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart."
The 3rd Eye,2018,108 min,Netflix,TV-MA,,,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home."
City of Joy,2018,77 min,Netflix,TV-MA,,,"Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment."
Sierra Burgess Is A Loser,2018,106 min,Netflix,PG-13,,,A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.
PK,2014,146 min,Netflix,TV-14,,,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.
Carbon,2017,104 min,Netflix,TV-MA,,,"On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder."
​​Kuch Bheege Alfaaz,2018,110 min,Netflix,TV-14,,,"After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond."
Once Again,2018,101 min,Netflix,TV-PG,,,"After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person."
Maria Bamford: The Special Special Special,2012,50 min,Netflix,TV-MA,,,"Spend an evening with gleeful, oh-so-awkward Maria Bamford via her cozy, shot-at-home comedy special, which has a two-person audience: her parents."
Bareilly Ki Barfi,2017,110 min,Netflix,TV-14,,,"When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection."
Mom,2017,139 min,Netflix,TV-14,,,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free."
Toilet: Ek Prem Katha,2017,145 min,Netflix,TV-14,,,"On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation."
To All the Boys I’ve Loved Before,2018,100 min,Netflix,TV-14,,,"When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down."
For Here or to Go?,2015,105 min,Netflix,TV-MA,,,A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.
The Guernsey Literary and Potato Peel Pie Society,2018,124 min,Netflix,TV-PG,,,A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.
Brij Mohan Amar Rahe,2018,100 min,Netflix,TV-MA,,,Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan – until he was sentenced to death for his own murder.
Flavors of Youth: International Version,2018,74 min,Netflix,TV-PG,,,"Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China."
Main aurr Mrs. Khanna,2009,109 min,Netflix,TV-14,,,"A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble."
Da Kath & Kim Code,2005,82 min,Netflix,TV-PG,,,"Kath and Kel's union is tested by Michael Bublé, daughter Kim tries pole dancing, pal Sharon finds love online, and a stalker lurks amid Yuletide cheer."
GODZILLA City on the Edge of Battle,2018,101 min,Netflix,TV-14,,,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility."
Felipe Esparza: They're Not Going to Laugh at You,2012,58 min,Netflix,TV-MA,,,"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles."
King of Peking,2018,88 min,Netflix,TV-14,,,"Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son."
Bo Burnham: what.,2013,60 min,Netflix,TV-MA,,,Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.
Soul Robbers,2015,88 min,Netflix,TV-14,,,"During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters."
What We Started,2017,96 min,Netflix,TV-MA,,,"DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre."
Zoo,2018,94 min,Netflix,TV-MA,,,"A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions."
Bill Burr: You People Are All the Same,2012,69 min,Netflix,TV-MA,,,"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more."
TAU,2018,98 min,Netflix,R,,,"Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison."
Brain on Fire,2016,89 min,Netflix,PG-13,,,"Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis."
Derren Brown: Miracle,2018,74 min,Netflix,TV-MA,,,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief."
Maktub,2018,106 min,Netflix,TV-MA,,,"After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true."
Pacificum: Return to the Ocean,2017,74 min,Netflix,TV-G,,,"Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air."
Sunday's Illness,2017,113 min,Netflix,PG-13,,,"Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location."
The last hour,2017,119 min,Netflix,TV-MA,,,"In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army."
Ali's Wedding,2018,110 min,Netflix,TV-MA,,,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart."
Franco Escamilla: Por la anécdota,2018,66 min,Netflix,TV-MA,,,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences – and he's willing to do anything for new material.
B.A. Pass 2,2017,126 min,Netflix,TV-14,,,"A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love."
Pedal the World,2015,85 min,Netflix,TV-MA,,,"Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries."
Tig Notaro Happy To Be Here,2018,58 min,Netflix,TV-14,,,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more."
Catching Feelings,2018,117 min,Netflix,TV-MA,,,"Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author."
Katt Williams: American Hustle (The Movie),2007,89 min,Netflix,TV-MA,,,"An aspiring actor leaves Hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles."
Lupin the 3rd: The Castle of Cagliostro: Special Edition,1979,100 min,Netflix,PG-13,,,"Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress."
Spivak,2017,92 min,Netflix,TV-MA,,,Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.
My Fuhrer,2007,91 min,Netflix,TV-14,,,Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.
Dany Boon: Des Hauts De France,2018,113 min,Netflix,TV-MA,,,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens."
Manhunt,2017,109 min,Netflix,TV-MA,,,A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.
Thi Mai,2017,99 min,Netflix,TV-MA,,,"Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt."
Si saben cómo me pongo ¿pá qué me invitan?,2018,89 min,Netflix,TV-MA,,,"When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue."
CIA: Comrade in America,2017,130 min,Netflix,TV-14,,,"A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there."
Despido Procedente,2017,90 min,Netflix,TV-MA,,,"A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error."
Pocoyo & Cars,2015,19 min,Netflix,TV-Y,,,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most."
Pocoyo & The Space Circus,2008,25 min,Netflix,TV-Y,,,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show."
Pocoyo Carnival,2015,22 min,Netflix,TV-Y,,,"To celebrate the carnival, everyone learns to dance to different music. Plus, Pocoyo's friends surprise him with something delicious."
Pocoyo Halloween: Space Halloween,2015,40 min,Netflix,TV-Y,,,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.
Pocoyo Halloween: Spooky Movies,2014,22 min,Netflix,TV-Y,,,"Pocoyo finds a special toy and plays new games with his friends, then they’re spooked by a scary box and try to find out who’s inside."
Pocoyo Special Sports,2016,24 min,Netflix,TV-Y,,,"Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!"
Sometimes,2016,101 min,Netflix,TV-14,,,"Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
The Clapper,2017,90 min,Netflix,R,,,"A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight."
Holy Goalie,2017,95 min,Netflix,TV-MA,,,A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.
Kodachrome,2018,105 min,Netflix,TV-MA,,,"A record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing Kodachrome film."
All The Reasons To Forget,2017,90 min,Netflix,TV-MA,,,A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.
I Am not an Easy Man,2018,99 min,Netflix,TV-MA,,,A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.
Pickpockets,2017,108 min,Netflix,TV-MA,,,Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.
"Ram Dass, Going Home",2018,32 min,Netflix,TV-14,,,"From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close."
