Titulo,Ano,Diretor
Steal a Pencil for Me,2007,Michèle Ohayon
Project Power,2020,Henry Joost
Project Power,2020,Ariel Schulman
High Strung Free Dance,2018,Michael Damian
The Twilight Saga: Breaking Dawn - Part 1,2011,Bill Condon
Marc Maron: Too Real,2017,Lynn Shelton
The Polka King,2017,Maya Forbes
6 Balloons,2018,Marja-Lewis Ryan
Amanda Knox,2016,Rod Blackhurst
Amanda Knox,2016,Brian McGinn
At Eternity's Gate,2018,Julian Schnabel
Anon,2018,Andrew Niccol
3 Days to Kill,2014,McG
To the Bone,2017,Marti Noxon
Trollhunters: Rise of the Titans,2021,Johane Matte
Trollhunters: Rise of the Titans,2021,Francisco Ruiz-Velasco
Trollhunters: Rise of the Titans,2021,Andrew L. Schmidt
Mowgli: Legend of the Jungle,2018,Andy Serkis
Mother's Day,2016,Garry Marshall
Mortal Kombat,1995,Simon McQuoid
Creep,2014,Patrick Brice
Death to 2020,2020,Al Campbell
Death to 2020,2020,Alice Mathias
Operation Finale,2018,Chris Weitz
The Great Hack,2019,Karim Amer
The Great Hack,2019,Jehane Noujaim
The Land of Steady Habits,2018,Nicole Holofcener
Suffragette,2015,Sarah Gavron
Wildlife,2018,Paul Dano
War Machine,2017,David Michôd
Bending the Arc,2017,Kief Davidson
Bending the Arc,2017,Pedro Kos
Kill the Messenger,2014,Michael Cuesta
Feminists: What Were They Thinking?,2018,Johanna Demetrakas
If Anything Happens I Love You,2020,Michael Govier
If Anything Happens I Love You,2020,Will McCormack
Nobody Speak: Trials of the Free Press,2017,Brian Knappenberger
Sand Castle,2017,Fernando Coimbra
The Forest of Love,2019,Sion Sono
Kabhi Alvida Naa Kehna,2006,Karan Johar
Fatherhood,2021,Paul Weitz
Our Idiot Brother,2011,Jesse Peretz
Quién te cantará,2018,Carlos Vermut
Takers,2010,John Luessenhop
Udaan,2010,Sudha Kongara
City of Joy,2016,Roland Joffé
Under the Shadow,2016,Babak Anvari
The Silence of Others,2019,Robert Bahar
The Silence of Others,2019,Almudena Carracedo
Nacho Libre,2006,Jared Hess
Ninja Assassin,2009,James McTeigue
The Twilight Saga: New Moon,2009,Chris Weitz
Rocks,2020,Sarah Gavron
Step Up Revolution,2012,Scott Speer
Giving Voice,2020,James D. Stern
Giving Voice,2020,Fernando Villena
Like Father,2018,Lauren Miller Rogen
Eddie Murphy Raw,1987,Robert Townsend
Berserk: The Golden Age Arc III - The Advent,2013,Toshiyuki Kubooka
Aval,2017,Milind Rau
The Promise,2016,Terry George
Prospect,2018,Christopher Caldwell
Prospect,2018,Zeek Earl
Ne Zha,2019,Yu Yang
Bad Genius,2017,Baz Poonpiriya
Burning Sands,2017,Gerard McMurray
Ludo,2020,Anurag Basu
Eat Pray Love,2010,Ryan Murphy
Circle,2015,Aaron Hann
Circle,2015,Mario Miscione
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,Martin Scorsese
Dovlatov,2018,Aleksey German Jr.
Lakshya,2004,Farhan Akhtar
American Murder: The Family Next Door,2020,Jenny Popplewell
Jab We Met,2007,Imtiaz Ali
Kuchh Bheege Alfaaz,2018,Onir
John Mulaney: The Comeback Kid,2015,Rhys Thomas
Apostle,2018,Gareth Evans
After We Collided,2020,Roger Kumble
Mystic Pizza,1988,Donald Petrie
Middle Men,2009,George Gallo
To All the Boys: P.S. I Still Love You,2020,Michael Fimognari
Malang,2020,Mohit Suri
Someone Great,2019,Jennifer Kaytin Robinson
Time Trap,2017,Mark Dennis
Time Trap,2017,Ben Foster
In This Corner of the World,2016,Sunao Katabuchi
C/o Kancharapalem,2018,Venkatesh Maha
Agneepath,1990,Karan Malhotra
The Package,2018,Jake Szymanski
Tau,2018,Federico D'Alessandro
Your Highness,2011,David Gordon Green
Alexander,2004,Oliver Stone
Rurouni Kenshin: The Final,2021,Keishi Ohtomo
Bill Burr: I'm Sorry You Feel That Way,2014,Jay Karas
Berserk: The Golden Age Arc I - The Egg of the King,2012,Toshiyuki Kubooka
All the Bright Places,2020,Brett Haley
Streets of Fire,1984,Walter Hill
Sleepless,2017,Baran bo Odar
An Egyptian Story,1982,Youssef Chahine
An Egyptian Story,1982,Khairiya A-Mansour
Major Grom: Plague Doctor,2021,Oleg Trofim
Struggle: The Life and Lost Art of Szukalski,2018,Ireneusz Dobrowolski
Seaspiracy,2021,Ali Tabrizi
Wish I Was Here,2014,Zach Braff
Moxie,2021,Amy Poehler
18 Presents,2020,Francesco Amato
Oxygen,2021,Alexandre Aja
Private Life,2018,Tamara Jenkins
The Grandmaster,2013,Kar-Wai Wong
Home Again,2017,Hallie Meyers-Shyer
Athlete A,2020,Bonni Cohen
Athlete A,2020,Jon Shenk
The Outsider,2018,nan
The Fourth Kind,2009,Olatunde Osunsanmi
Bastille Day,2016,James Watkins
The Whole Truth,2016,Courtney Hunt
Ibiza,2018,Alex Richanbach
Sabotage,2014,David Ayer
Penguin Bloom,2021,Glendyn Ivin
The Kissing Booth 2,2020,Vince Marcello
Kingsglaive: Final Fantasy XV,2016,Takeshi Nozue
Mirai,2018,Mamoru Hosoda
Child's Play 2,1990,John Lafia
World Trade Center,2006,Oliver Stone
OMG: Oh My God!,2012,Umesh Shukla
A Private War,2018,Matthew Heineman
Get on Up,2014,Tate Taylor
The Possession,2012,Ole Bornedal
The Angry Birds Movie 2,2019,Thurop Van Orman
The Angry Birds Movie 2,2019,John Rice
Stowaway,2021,Joe Penna
Bill Burr: You People Are All The Same,2012,Jay Karas
Four Christmases,2008,Seth Gordon
Bombay Talkies,2013,Zoya Akhtar
Bombay Talkies,2013,Dibakar Banerjee
Bombay Talkies,2013,Karan Johar
Bombay Talkies,2013,Anurag Kashyap
Vampire Academy,2014,Mark Waters
Brick Mansions,2014,Camille Delamarre
Kingdom: Ashin of the North,2021,Seong-hun Kim
Andaz Apna Apna,1994,Rajkumar Santoshi
Emicida: AmarElo - It's All for Yesterday,2020,Fred Ouro Preto
Blue Miracle,2021,Julio Quintana
Holding the Man,2015,Neil Armfield
Small Town Crime,2018,Eshom Nelms
Small Town Crime,2018,Ian Nelms
Ek Ladki Ko Dekha Toh Aisa Laga,2019,Shelly Chopra Dhar
First They Killed My Father,2017,Angelina Jolie
Rising Phoenix,2020,Ian Bonhôte
Rising Phoenix,2020,Peter Ettedgui
The Wolf's Call,2019,Antonin Baudry
Paan Singh Tomar,2012,Tigmanshu Dhulia
John Mulaney & The Sack Lunch Bunch,2019,Rhys Thomas
Seventh Son,2015,Sergei Bodrov
The Death of Mr. Lazarescu,2005,Cristi Puiu
The Occupant,2020,David Pastor
The Occupant,2020,Àlex Pastor
The Body Remembers When the World Broke Open,2019,Kathleen Hepburn
The Body Remembers When the World Broke Open,2019,Elle-Máijá Tailfeathers
The Woman in the Window,2021,Joe Wright
Berlin Syndrome,2017,Cate Shortland
What the Health,2017,Kip Andersen
What the Health,2017,Keegan Kuhn
The Runaways,2010,Floria Sigismondi
Kodachrome,2017,Mark Raso
Croupier,1998,Mike Hodges
The Smurfs,2011,Raja Gosnell
Muppets Most Wanted,2014,James Bobin
Creep 2,2017,Patrick Brice
Mandela: Long Walk to Freedom,2013,Justin Chadwick
Toilet: A Love Story,2017,Shree Narayan Singh
The Square,2013,Ruben Östlund
Jerry Seinfeld: I'm Telling You for the Last Time,1998,Marty Callner
"Roxanne, Roxanne",2017,Fred Schepisi
Riphagen The Untouchable,2016,nan
Dear Zindagi,2016,Gauri Shinde
Vizontele,2001,Yilmaz Erdogan
Vizontele,2001,Ömer Faruk Sorak
Good on Paper,2021,Kimmy Gatewood
Ophelia,2019,Claire McCarthy
Black Sea,2014,Kevin Macdonald
Girl,2018,Chad Faust
Irreplaceable You,2018,Stephanie Laing
The Do-Over,2016,Steven Brill
Metallica: Some Kind of Monster,2004,Joe Berlinger
Metallica: Some Kind of Monster,2004,Bruce Sinofsky
Handsome Devil,2017,John Butler
Unfriended,2015,Levan Gabriadze
Visaranai,2016,Vetrimaaran
Been So Long,2018,Tinge Krishnan
Yes Day,2021,Miguel Arteta
Blood Red Sky,2021,Peter Thorwarth
The Bleeding Edge,2018,Kirby Dick
Tread,2020,Paul Solet
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,Toshiyuki Kubooka
Kevin Hart: Irresponsible,2019,Leslie Small
In the Tall Grass,2019,Vincenzo Natali
Wadjda,2012,Haifaa Al-Mansour
Ferry,2021,Cecilia Verheyden
The Heartbreak Kid,2007,Bobby Farrelly
The Heartbreak Kid,2007,Peter Farrelly
Fools Rush In,1997,Andy Tennant
Wild Child,2008,Nick Moore
The Lovebirds,2020,Michael Showalter
Machete Kills,2013,Robert Rodriguez
Sergio,2020,Greg Barker
The Last Letter From Your Lover,2021,Augustine Frizzell
Kursk,2018,Thomas Vinterberg
Then Came You,2019,Peter Hutchings
Gantz:O,2016,Yasushi Kawamura
Gantz:O,2016,Kei'ichi Sato
Jenny Slate: Stage Fright,2019,Gillian Robespierre
Taylor Swift: Reputation Stadium Tour,2018,Paul Dugdale
Jodhaa Akbar,2008,Ashutosh Gowariker
Red Joan,2018,Trevor Nunn
Amateur,2018,Ryan Koo
What a Girl Wants,2003,Dennie Gordon
Quigley Down Under,1990,Simon Wincer
Cop Out,2010,Kevin Smith
Mindhorn,2016,Sean Foley
Katt Williams: Great America,2018,Leslie Small
Lingua Franca,2020,Isabel Sandoval
Abduction,2011,John Singleton
Copenhagen,2014,Mark Raso
High Flying Bird,2019,Steven Soderbergh
Free to Play,2014,nan
Life of Crime,2013,Daniel Schechter
A Very Murray Christmas,2015,Sofia Coppola
The Silence,2019,John R. Leonetti
Sarah's Key,2010,Gilles Paquet-Brenner
Abducted in Plain Sight,2018,Skye Borgman
Winchester,2018,Michael Spierig
Winchester,2018,Peter Spierig
Our Souls at Night,2017,Ritesh Batra
The Karate Kid Part III,1989,John G. Avildsen
Haseen Dillruba,2021,Vinil Mathew
SampleThis,2013,Dan Forrer
Bride of Chucky,1998,Ronny Yu
Christine,2016,John Carpenter
Secret Superstar,2017,Advait Chandan
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,Mike Diva
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,Akiva Schaffer
WHAT DID JACK DO?,2017,David Lynch
Blue Jay,2016,Alex Lehmann
Deidra & Laney Rob a Train,2017,Sydney Freeland
Hari Kondabolu: Warn Your Relatives,2018,Bobcat Goldthwait
Close,2019,Vicky Jewson
Sir,2018,Rohena Gera
Congo,1995,Frank Marshall
The Prom,2020,Ryan Murphy
Naruto Shippuden the Movie,2007,Hajime Kamegaki
The Bling Ring,2013,Sofia Coppola
Greater,2016,David L. Hunt
07:19,2016,Jorge Michel Grau
Neal Brennan: 3 Mics,2017,Neal Brennan
In the Family,2017,Ozan Açiktan
The Awakening of Motti Wolkenbruch,2018,Michael Steiner
Beats,2019,Brian Welsh
Lost Girls,2020,Liz Garbus
The Witch: Part 1. The Subversion,2018,Park Hoon-jung
Don,2006,Farhan Akhtar
A Little Chaos,2015,Alan Rickman
Dennis the Menace,1993,Nick Castle
iBoy,2017,Adam Randall
Rush: Beyond The Lighted Stage,2010,Sam Dunn
Rush: Beyond The Lighted Stage,2010,Scot McFadyen
See You Yesterday,2019,Stefon Bristol
Metallica: Through the Never,2013,Nimród Antal
Xtreme,2021,Daniel Benmayor
Beyond the Clouds,2018,Michelangelo Antonioni
Beyond the Clouds,2018,Wim Wenders
Two Distant Strangers,2020,Travon Free
Two Distant Strangers,2020,Martin Desmond Roe
Bert Kreischer: Secret Time,2018,Todd Biermann
To All the Boys: Always and Forever,2021,Michael Fimognari
Breaking Boundaries: The Science of Our Planet,2021,Jon Clay
"Yes, God, Yes",2019,Karen Maine
The Long Riders,1980,Walter Hill
Shepherds and Butchers,2017,Oliver Schmitz
Big Miracle,2012,Ken Kwapis
Gunjan Saxena: The Kargil Girl,2020,Sharan Sharma
The Invisible Guardian,2017,Fernando González Molina
Cop Car,2015,Jon Watts
Main Hoon Na,2004,Farah Khan
Last Breath,2019,Richard da Costa
Last Breath,2019,Alex Parkinson
The Stepfather,2009,Nelson McCormick
Joe Rogan: Strange Times,2018,Anthony Giordano
The Sweetest Thing,2002,Roger Kumble
Dil Se..,1998,Mani Ratnam
Thunder Force,2021,Ben Falcone
The Ivory Game,2016,Kief Davidson
The Ivory Game,2016,Richard Ladkani
Otherhood,2019,Cindy Chupack
Space Sweepers,2021,Sung-hee Jo
The Prince & Me,2004,Martha Coolidge
For the Love of Spock,2016,Adam Nimoy
The Green Inferno,2015,Eli Roth
A Babysitter's Guide to Monster Hunting,2020,Rachel Talalay
Fantastic Fungi,2019,Louie Schwartzberg
West Beirut,1998,Ziad Doueiri
He Never Died,2015,Jason Krawczyk
The Nut Job,2014,Peter Lepeniotis
Unicorn Store,2017,Brie Larson
Alex Strangelove,2018,Craig Johnson
Naruto Shippuden the Movie: The Will of Fire,2009,Masahiko Murata
David Foster: Off the Record,2019,Barry Avrich
Pihu,2018,Kapri Vinod
American Me,1992,Edward James Olmos
The Christmas Chronicles: Part Two,2020,Chris Columbus
Sinister 2,2015,Ciarán Foy
Don't Go Breaking My Heart,2011,Terry Ingram
Black '47,2018,Lance Daly
Mute,2018,Duncan Jones
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,Woo-Ping Yuen
The Ottoman Lieutenant,2017,Joseph Ruben
Teefa in Trouble,2018,Ahsan Rahim
David Cross: Making America Great Again,2016,Alex Coletti
The Last Days,1998,James Moll
Fred Claus,2007,David Dobkin
Sierra Burgess Is a Loser,2018,Ian Samuels
Pariah,2011,Dee Rees
Cam,2018,Daniel Goldhaber
The Boys in the Band,2020,Joe Mantello
Kai Po Che!,2013,Abhishek Kapoor
The Tree of Blood,2018,Julio Medem
Magic Carpet Ride,2005,Yilmaz Erdogan
A Sun,2019,Mong-Hong Chung
The Mirror Has Two Faces,1996,Barbra Streisand
The Skin of the Wolf,2018,Samu Fuentes
Come Sunday,2018,Joshua Marston
The Forty-Year-Old Version,2020,Radha Blank
Eli,2019,Ciarán Foy
Naruto the Movie: Ninja Clash in the Land of Snow,2004,Tensai Okamura
Tony Robbins: I Am Not Your Guru,2016,Joe Berlinger
Good Burger,1997,Brian Robbins
Jimmy Neutron: Boy Genius,2001,John A. Davis
American Son,2019,Kenny Leon
The Call,2020,Chung-Hyun Lee
Nights in Rodanthe,2008,George C. Wolfe
Dick Johnson Is Dead,2020,Kirsten Johnson
Maps to the Stars,2014,David Cronenberg
The Hows of Us,2018,Cathy Garcia-Molina
Mimi,2021,Laxman Utekar
100 Meters,2016,Marcel Barrena
The Death and Life of Marsha P. Johnson,2017,David France
No Game No Life: Zero,2017,Atsuko Ishizuka
Taylor Tomlinson: Quarter-Life Crisis,2020,Marcus Raboy
All Day and a Night,2020,Joe Robert Cole
Ali Wong: Baby Cobra,2016,Jay Karas
Parmanu: The Story of Pokhran,2018,Abhishek Sharma
The Incredible Jessica James,2017,Jim Strouse
The Happytime Murders,2018,Brian Henson
The Strangers: Prey at Night,2018,Johannes Roberts
Cradle 2 the Grave,2003,Andrzej Bartkowiak
Jim Gaffigan: King Baby,2009,Troy Miller
Rust Creek,2019,Jen McGowan
The Smurfs 2,2013,Raja Gosnell
Asmaa,2011,Amr Salama
Rock On!!,2008,Todd Graff
Fisherman’s Friends,2019,Chris Foggin
Avengement,2019,Jesse V. Johnson
Other People,2016,Chris Kelly
Kicking and Screaming,1995,Jesse Dylan
Tamasha,2015,Imtiaz Ali
The Meddler,2016,Lorene Scafaria
White Girl,2016,Elizabeth Wood
Below Zero,2021,Lluís Quílez
The Climb,2017,Michael Angelo Covino
The Rachel Divide,2018,Laura Brownson
1000 Mabrouk,2009,Ahmad Nader Galal
Undefeated,2011,Daniel Lindsay
Undefeated,2011,T.J. Martin
Lying and Stealing,2019,Matt Aselton
Who Would You Take to a Deserted Island?,2019,Jota Linares
Richard Pryor: Live in Concert,1979,Jeff Margolis
Om Shanti Om,2007,Farah Khan
Year One,2009,Harold Ramis
"Waiting for ""Superman""",2010,Davis Guggenheim
Andhaghaaram,2020,V. Vignarajan
Hop,2011,Tim Hill
Coming Soon,2014,Colette Burson
The Rugrats Movie,1998,Igor Kovalyov
The Rugrats Movie,1998,Norton Virgien
Jingle Jangle: A Christmas Journey,2020,David E. Talbert
Mission Blue,2014,Robert Nixon
Mission Blue,2014,Fisher Stevens
Beverly Hills Ninja,1997,Dennis Dugan
In a Valley of Violence,2016,Ti West
The Battered Bastards of Baseball,2014,Chapman Way
The Battered Bastards of Baseball,2014,Maclain Way
Inhuman Kiss,2019,Sitisiri Mongkolsiri
The Motive,2017,Manuel Martín Cuenca
Lust Stories,2018,Zoya Akhtar
Lust Stories,2018,Dibakar Banerjee
Lust Stories,2018,Karan Johar
Lust Stories,2018,Anurag Kashyap
Beyond Skyline,2017,Liam O'Donnell
Holiday in the Wild,2019,Ernie Barbarash
Umrika,2015,Prashant Nair
The Seven Deadly Sins: Prisoners of the Sky,2018,Yasuto Nishikata
The Seven Deadly Sins: Prisoners of the Sky,2018,Noriyuki Abe
Long Shot,2017,Jonathan Levine
Dev.D,2009,Anurag Kashyap
Judd Apatow: The Return,2017,Marcus Raboy
Jaane Tu... Ya Jaane Na,2008,Abbas Tyrewala
Escape from Planet Earth,2012,Cal Brunker
Aziz Ansari: Live at Madison Square Garden,2015,nan
"Yours, Mine & Ours",2005,Raja Gosnell
Bully,2011,Larry Clark
Sleight,2016,J.D. Dillard
The Hummingbird Project,2019,Kim Nguyen
"Game Over, Man!",2018,Kyle Newacheck
Edge of Seventeen,1998,David Moreton
A Christmas Prince: The Royal Wedding,2018,John Schultz
American Outlaws,2001,Les Mayfield
Jim Jefferies: Bare,2014,Shannon Hartman
Wake Up Sid,2009,Ayan Mukherjee
Bill Hicks: Relentless,1992,Chris Bould
Mary Magdalene,2018,Garth Davis
BLACKPINK: Light Up the Sky,2020,Caroline Suh
Madras Cafe,2013,Shoojit Sircar
Berlin Calling,2008,Hannes Stöhr
The Titan,2018,Lennart Ruff
I Am Not an Easy Man,2018,Eléonore Pourriat
Love Off the Cuff,2017,Ho-Cheung Pang
Child's Play 3,1991,Jack Bender
Rugrats in Paris: The Movie,2000,Stig Bergqvist
Rugrats in Paris: The Movie,2000,Paul Demeyer
Naruto Shippuden the Movie: Bonds,2008,Hajime Kamegaki
Heneral Luna,2015,Jerrold Tarog
Delhi Belly,2011,Abhinay Deo
Delhi Belly,2011,Akshat Verma
Armed to the Teeth,2018,Alberto Saúl Arnaut Estrada
I Am All Girls,2021,Donovan Marsh
Jagame Thandhiram,2021,Karthik Subbaraj
Master Z: Ip Man Legacy,2019,Woo-Ping Yuen
Hubie Halloween,2020,Steven Brill
Naruto Shippuden the Movie: Blood Prison,2011,Masahiko Murata
Awake,2021,Mark Raso
Bulbbul,2020,Anvita Dutt
Malcolm & Marie,2021,Sam Levinson
Fukrey,2013,Mrighdeep Lamba
Furie,2019,Dennis Dugan
The Blue Elephant Part 2,2019,Marwan Hamed
Orbiter 9,2017,Hatem Khraiche
Awe!,2018,Prasanth Varma
Our Lovers,2016,Miguel Ángel Lamata
Newness,2017,Drake Doremus
Freak Show,2018,Tom Stern
Freak Show,2018,Alex Winter
Black or White,2014,John Landis
Everybody's Everything,2019,Sebastian Jones
Everybody's Everything,2019,Ramez Silyan
The Darkest Hour,2011,Chris Gorak
Headshot,2016,Walter Hill
Ratchet & Clank,2016,Kevin Munroe
Ratchet & Clank,2016,Jericca Cleland
Blind Detective,2013,Johnnie To
Capital in the Twenty-First Century,2019,Justin Pemberton
Rim of the World,2019,McG
America: The Motion Picture,2021,Matt Thompson
The Princess Switch,2018,Mike Rohl
Belgica,2016,Felix van Groeningen
Pyaar Ka Punchnama 2,2015,Luv Ranjan
Love Jones,1997,Theodore Witcher
Kevin Hart: Seriously Funny,2010,Shannon Hartman
Violet Evergarden: Eternity and the Auto Memory Doll,2019,Haruka Fujita
Violet Evergarden: Eternity and the Auto Memory Doll,2019,Taichi Ishidate
Little Monsters,1989,Richard Greenberg
Mucize,2015,Stephen Chbosky
Playing for Keeps,2012,Gabriele Muccino
#Alive,2020,Il Cho
Finding 'Ohana,2021,Jude Weng
Three,2016,Robert Zemeckis
Aziz Ansari: Right Now,2019,Spike Jonze
Bill Hicks: Revelations,1993,Chris Bould
Love Happens,2009,Brandon Camp
The Wind,2019,Emma Tammi
Habibie & Ainun,2012,Faozan Rizal
Feel the Beat,2020,Elissa Down
Hotel for Dogs,2009,Thor Freudenthal
Silver Skates,2020,Michael Lockshin
Elizabeth Harvest,2018,Sebastian Gutierrez
Joseph: King of Dreams,2000,Rob LaDuca
Joseph: King of Dreams,2000,Robert C. Ramirez
Choked: Paisa Bolta Hai,2020,Anurag Kashyap
Carrie Pilby,2017,Susan Johnson
Blame!,2017,Hiroyuki Seshita
Ala Vaikunthapurramuloo,2020,Trivikram Srinivas
The Operative,2019,Yuval Adler
Pelé,2021,Jeff Zimbalist
Pelé,2021,Michael Zimbalist
Little Evil,2017,Eli Craig
Mersal,2017,Atlee Kumar
Hannah Gadsby: Douglas,2020,Madeleine Parry
Operation Christmas Drop,2020,Martin Wood
Pokémon the Movie: I Choose You!,2017,Kunihiko Yuyama
Sweetheart,2019,J.D. Dillard
Delirium,2018,Lamberto Bava
The Bar,2017,Álex de la Iglesia
Herod's Law,1999,Luis Estrada
A Princess for Christmas,2011,Michael Damian
Triple Threat,2019,Jesse V. Johnson
Kevin Hart: What Now?,2016,Leslie Small
Kevin Hart: What Now?,2016,Tim Story
Goon: Last of the Enforcers,2017,Jay Baruchel
The Unknown Known,2013,Errol Morris
The Paramedic,2020,Carles Torras
Yuva,2004,Sean Durkin
Can't Help Falling in Love,2017,Mae Czarina Cruz
Sandy Wexler,2017,Steven Brill
Nothing to Hide,2018,Fred Cavayé
Sad Hill Unearthed,2017,Guillermo de Oliveira
How I Became a Superhero,2021,Douglas Attal
Isi & Ossi,2020,Oliver Kienle
Naruto Shippuden the Movie: The Lost Tower,2010,Masahiko Murata
Trailer Park Boys: The Movie,2006,Mike Clattenburg
The Ridiculous 6,2015,Frank Coraci
Sword of Trust,2019,Lynn Shelton
Bad Seeds,2018,Dana Doll
Wildling,2018,Fritz Böhm
Uyare,2019,Manu Ashokan
Christmas Inheritance,2017,Ernie Barbarash
Chopsticks,2019,Sachin Yardi
2 Hearts,2020,Lance Hool
