"Titulo","Ano","Escritor"
"Chloe's Closet",2010,"Jill Cozza-Turner"
"Chloe's Closet",2010,"Sarah Finn"
"Chloe's Closet",2010,"Scott Gray"
"The Hive",2010,"David Willing"
"Blockbusters",1980,"Joseph Kaufmann III"
"Blockbusters",1980,"Robert Mogill"
"Blockbusters",1980,"Marsha Morris"
"Popeye and Son",1987,"Anthony Adams"
"Popeye and Son",1987,"Mark Cassutt"
"Popeye and Son",1987,"Bruce Faulk"
"Shadow Force",2008,"Al Edgington"
"Shadow Force",2008,"Julian Grimmond"
"Shadow Force",2008,"Bob Parr"
"America Divided",2016,"Solly Granatstein"
"America Divided",2016,"Lucian Read"
"Cool McCool",1966,"Al Brodax"
"Cool McCool",1966,"Bob Kane"
"Life with Elizabeth",1953,"Milt Kahn"
"Modern Traveler",2016,"Alyssa Caverley"
"Civilizations",2018,"Simon Schama"
"Civilizations",2018,"Mary Beard"
"Civilizations",2018,"David Olusoga"
"Curious Traveler",2015,"Christine van Blokland"
"The Prosecutors: In Pursuit of Justice",2000,"Allison Erkelens"
"The Timeline",2015,"Phil Guidry"
"One Mic Stand",2019,"Dhruv Deshpande"
"One Mic Stand",2019,"Siddharth Dudeja"
"One Mic Stand",2019,"Aishwarya Mohanraj"
"Bat Pat",2016,"Dan Danko"
"Greatest Tank Battles",2010,"Daniel Sekulich"
"We'll Meet Again",1982,"David Butler"
"We'll Meet Again",1982,"John Gorrie"
"Sworn to Secrecy: Secrets of War",1998,"Deborah Blum"
"Sworn to Secrecy: Secrets of War",1998,"Aleksandr Ivankin"
"The Video Game Years",2012,"Pat Contri"
"The Video Game Years",2012,"Lance Cortez"
"The Video Game Years",2012,"John Delia"
"Jestination Unknown",2019,"Samhita Ayyagari"
"Jestination Unknown",2019,"Mukesh Manjunath"
"Impostors",2014,"Lori Braun"
"Impostors",2014,"Suzannah Millette"
"Teens React",2011,"Benny Fine"
"Teens React",2011,"Rafi Fine"
"Medieval Dead",2013,"Jeremy Freeston"
"Comedy Brew",2009,"Alex Mesrobian"
"Extreme Forensics",2008,"Mike Gallagher"
"Extreme Forensics",2008,"Jessica Grumet"
"Extreme Forensics",2008,"Joshua Koffman"
"Miracle Pets",2001,"Denise Withers"
"Miracle Pets",2001,"Ted Bortolin"
"Miracle Pets",2001,"Todd Serotiuk"
"999: Killer on the Line?",2016,"T.J. Sherbrooke"
"Time Team America",2009,"Graham Dixon"
"Small Business Revolution: Main Street",2016,"Matt Hirst"
"Small Business Revolution: Main Street",2016,"Matt Naylor"
"The Californians",1957,"Carey Wilber"
"Minecraft Villagers",2013,"Paul David Everatt"
"Minecraft Villagers",2013,"Joel Louis Houghton"
"Kids React",2010,"Benny Fine"
"Kids React",2010,"Rafi Fine"
"Screen Two",1985,"Peter Adams"
"Screen Two",1985,"Martin Allen"
"Screen Two",1985,"Jan Ashdown"
"The Bug Diaries",2019,"Allan Neuwirth"
"The Bug Diaries",2019,"Peter Gaffney"
"Wild North",2015,"Adam Schmedes"
"Hackers of CypherCon",2018,"Jason Gares"
"Hackers of CypherCon",2018,"J. Wolfgang Goerlich"
"Hackers of CypherCon",2018,"Ian Klatzco"
"Wishenpoof!",2015,"Becky Friedman"
"Tokyo Vampire Hotel",2018,"Sion Sono"
"Underground: La Historia del Reggeaton",2020,"David Impelluso"
"Underground: La Historia del Reggeaton",2020,"Virginia Romero"
"Great Family Adventures",2011,"Patty Conroy"
"Pet Moms",2018,"Donna Spangler"
"Pet Moms",2018,"Brittan Taylor"
"The Other F Word",2017,"Caytha Jentis"
"The Other F Word",2017,"Pamela Weiler Grayson"
"The Other F Word",2017,"Alice Jenkell"
"Creative Galaxy",2013,"Angela Santomero"
"Bulge Bracket",2020,"Christopher Au"
"If You Give a Mouse a Cookie",2015,"Craig Carlisle"
"If You Give a Mouse a Cookie",2015,"Maria Escobedo"
"If You Give a Mouse a Cookie",2015,"Joe Fallon"
"Chillers",1990,"Patricia Highsmith"
"Nature's Power Revealed",2011,"Lynette Singer"
"Dino the Dinosaur",2016,"Holly Knowles"
"Sangre Negra",2017,"Antonio McKay"
"Nikola Tesla and the End of the World",2015,"Ian Strang"
"FBI Takedowns",2015,"Steven Zorn"
"Bad Ink",2013,"Eve Rodrick"
"Ilana Glazer: The Planet Is Burning",2020,"Ilana Glazer"
"Diagnosis: Unknown",2002,"Allison Erkelens"
"Diagnosis: Unknown",2002,"Rob Goldberg"
"Diagnosis: Unknown",2002,"Mark Kadin"
"Christmas Through the Decades",2015,"Ron Nelson"
"Private Sales",2016,"Sean King"
"Private Sales",2016,"Taylor King"
"The Curse of King Tut's Tomb",2006,"David N. Titcher"
"Eat. Race. Win.",2018,"Christof Bove"
"Eat. Race. Win.",2018,"Hannah Grant"
"Nurses Who Kill",2016,"Will Hanrahan"
"Constitution USA with Peter Sagal",2013,"Jaime Bernanke"
"Constitution USA with Peter Sagal",2013,"Peter Sagal"
"Grand Tours of Scotland's Lochs",2017,"Paul Murton"
"The Kacey Musgraves Christmas Show",2019,"Matt Whitaker"
"The Kacey Musgraves Christmas Show",2019,"Cathy Lew"
"Baby Talk",1991,"Amy Heckerling"
"Baby Talk",1991,"Ed. Weinberger"
"Baby Talk",1991,"Anne Flett-Giordano"
"Rich Bride, Poor Bride",2006,"Mark Peacock"
"Rich Bride, Poor Bride",2006,"Byron Fast"
"Rich Bride, Poor Bride",2006,"Sean Buckley"
"Delayed Gratification Series",2017,"Todd Inman"
"Long Haired Businessmen",2013,"Patrick O'Brien"
"Long Haired Businessmen",2013,"Ben Wietmarschen"
"Drovers' Gold",1997,"Michael Chaplin"
"Crackanory",2013,"Melissa Bubnic"
"Crackanory",2013,"Jane Bussmann"
"Crackanory",2013,"Alex Carter"
"Knock Knock Ghost",2015,"Kyle Whitelaw"
"Knock Knock Ghost",2015,"Simon L. Baker"
"Knock Knock Ghost",2015,"Richard Ryder"
"Mobile",2007,"John Fay"
"Killer Wave",2007,"William Gray"
"Killer Wave",2007,"George Malko"
"Edward and Mary: The Unknown Tudors",2002,"David Starkey"
"Vanity",2015,"Bernie Su"
"Vanity",2015,"Tracy Bitterolf"
"Vanity",2015,"Ryan Finnerty"
"The R.I.P. Files",2012,"Patricia Marin"
"Shark Gordon",2000,"Clive Copeman"
"Dangerous Encounters",2005,"Simon Boyce"
"Dangerous Encounters",2005,"Brian Armstrong"
"Foxy Ladies",2016,"Johnny Fratto"
"Foxy Ladies",2016,"Steve Schleinitz"
"The Pickwick Papers",1985,"Jack Davies"
"The Pickwick Papers",1985,"Charles Dickens"
"Stories of Saints for Kids",2016,"Cosme I. Dias"
"Cowboy Country: The American Cowboy",2000,"Mike Sanford"
"Cooking at the Academy",1991,"Steve Siegelman"
"Enchantimals: Tales from Everwilde",2018,"Christopher J. Gentile"
"Enchantimals: Tales from Everwilde",2018,"Elizabeth Keyishian"
"Enchantimals: Tales from Everwilde",2018,"Corey Powell"
"Queen Victoria's Letters: A Monarch Unveiled",2014,"A.N. Wilson"
"Queen Victoria's Letters: A Monarch Unveiled",2014,"Prince Albert"
"Queen Victoria's Letters: A Monarch Unveiled",2014,"Duchess of Kent and Strathearn"
"Wipeout (AU)",2009,"Matt Kunitz"
"Rome",2012,"Jim Rome"
"Engineering Giants",2012,"Stuart Elliott"
"Ladylike",2016,"Julia Young"
"Interpol Investigates",2004,"Joe Amodio"
"Interpol Investigates",2004,"Michael Eldridge"
"Elders React",2012,"Benny Fine"
"Elders React",2012,"Rafi Fine"
"The Bumble Nums",2017,"Ken House"
"The Bumble Nums",2017,"Pammy Salmon"
"Qumi-Qumi",2012,"Stas Mikhailov"
"Qumi-Qumi",2012,"Pavel Muntyan"
"Qumi-Qumi",2012,"Vladimir Ponomarev"
"Plane Resurrection",2016,"Nik Coleman"
"Plane Resurrection",2016,"Colin McLean"
"Sketch",2018,"Vijay Chandar"
"Fanny by Gaslight",1981,"Michael Sadleir"
"Fanny by Gaslight",1981,"Anthony Steven"
"Wild About Animals",1995,"Lauren Shulman"
"Catherine the Great",2015,"Sergey Yudakov"
"For the Love of Ray J",2009,"Cris Abrego"
"For the Love of Ray J",2009,"Mark Cronin"
"Bump!",2005,"Graeme D. Blyth"
"Bump!",2005,"Michelle Mama"
"Bump!",2005,"Rowan Nielsen"
"Frauen, die Geschichte machten",2013,"Uwe Kersken"
"Frauen, die Geschichte machten",2013,"Cristina Trebbi"
"Frauen, die Geschichte machten",2013,"Susanne Utzt"
"Looped",2016,"Isti Madarász"
"Pompidou",2015,"Matt Lucas"
"Pompidou",2015,"Ashley Blaker"
"Hope and Wire",2014,"Dave Armstrong"
"Hope and Wire",2014,"Gaylene Preston"
"Handy Bean",2018,"Rowan Atkinson"
"SciGirls",2010,"Chris Nee"
"Today's Homeowner with Danny Lipford",1998,"Scott Gardner"
"Gangster Empire: Rise of the Mob",2013,"Shawn Hambright"
"Beyond the Tattoo",2017,"Scott Messina"
"The Suspects: True Australian Thrillers",2010,"Claire Haywood"
"UQ Holder!",2017,"Ken Akamatsu"
"UQ Holder!",2017,"Shogo Yasukawa"
"Deals from the Dark Side",2011,"Jim Kiriakakis"
"Conversations in L.A.",2017,"Anne Marie Cummings"
"Making It in Music City",2017,"Weiss Night"
"Making It in Music City",2017,"Johnny Reeves"
"Infidelity",2015,"Jenn Pinto"
"Shelldon",2009,"Brendan Foley"
"Shelldon",2009,"Shelly Goldstein"
"Thurston",2011,"Kathryn O'Sullivan"
"Crime Inc",2010,"Daniel Freed"
"The Irish Mob",2016,"Dathaí Keane"
"Buried Secrets",2005,"Jim Cirigliano"
"Buried Secrets",2005,"Bob Langford"
"Buried Secrets",2005,"Mike Sinclair"
"Wendy",2013,"Anita Kapila"
"Wendy",2013,"Pamela Pinch"
"Wendy",2013,"Nicole Demerse"
"Troy the Train of Car City",2016,"Holly Knowles"
"Hitler's Propaganda Machine",2017,"Liz Kenneally"
"Ancient Warriors",1994,"Phil Grabsky"
"The Presidents: From Politics to Power",2014,"Shawn Hambright"
"Outsmarted",2017,"Mike Carrier"
"Outsmarted",2017,"Ben Coleman"
"WellieWishers",2016,"Noelle Wright"
"Monster Hunters",2002,"Peter von Puttkamer"
"Steps to the Future",2010,"Grichka Bogdanoff"
"Steps to the Future",2010,"Igor Bogdanoff"
"Steps to the Future",2010,"Roland Portiche"
"The Amazing Gayl Pile",2015,"Brooks Gray"
"The Amazing Gayl Pile",2015,"Morgan Waters"
"Voyage of the Continents",2012,"François Michel"
"Voyage of the Continents",2012,"Stéphane J. Bureau"
"Voyage of the Continents",2012,"Maurice Ribière"
"Wrench Wars",2017,"Brother JD"
"Gordon the Garden Gnome",2005,"Andrew Viner"
"Gordon the Garden Gnome",2005,"Allan Plenderleith"
"The Weather Files",2018,"Marshall Jay Kaplan"
"Superships",2001,"Allen J. Abel"
"Superships",2001,"Barry Cowling"
"Grand Star",2007,"G.J. Arnaud"
"Vatican Miracle Examiner",2017,"Rin Fujiki"
"Vatican Miracle Examiner",2017,"Takayo Ikami"
"Vatican Miracle Examiner",2017,"Seishi Minakami"
"The Urban Vegetarian",2017,"Ashley Anderson"
"The Urban Vegetarian",2017,"Chris Knight"
"The World's Funniest Moments",2008,"Dan Goldman"
"The World's Funniest Moments",2008,"Ty Phipps"
"Museum Diaries",2014,"Jaime Escallon-Buraglia"
"Critical Rescue",2003,"Allison Erkelens"
"Critical Rescue",2003,"George Pozderec"
"Millenniums",2018,"Guy Harry"
"Counting with Paula",2015,"Lisa Teh"
"Very Superstitious with George Lopez",2018,"John Platt"
"Fashion News Live",2004,"Rocco Leo Gaglioti"
"American Daredevils",2013,"Kelly Lipscomb"
"New York Goes to Hollywood",2008,"Cris Abrego"
"New York Goes to Hollywood",2008,"Mark Cronin"
"Innovation Nation",2011,"Bruce Edwards"
"Innovation Nation",2011,"Colin McNeil"
"Hilarious Helmet History",2017,"Alex Schmidt"
"Dangerous Waters",2013,"Jo Haskin"
"Dangerous Waters",2013,"Kevin Beck"
"Sam's Game",2001,"Ed Byrne"
"Sam's Game",2001,"Paul Waite"
"Nerve Center",2012,"Antony Anderson"
"Nerve Center",2012,"Leslie Cote"
"Nerve Center",2012,"Stavros C. Stavrides"
"Main courante",2012,"Denis Alamercery"
"Main courante",2012,"Marie Guilmineau"
"Main courante",2012,"Agathe Robilliard"
"Xploration Earth 2050",2014,"Merv Jones"
"Xploration Earth 2050",2014,"Steve Rotfeld"
"Xploration Earth 2050",2014,"Vince Sherry"
"Gnarfs",2003,"David Lloyd"
"Gnarfs",2003,"Jeff Boyd"
"Wildlife Quest",2016,"Agnes Bristow"
"Wildlife Quest",2016,"Brittany Bristow"
"Strange Love",2005,"Cris Abrego"
"Strange Love",2005,"Mark Cronin"
"Avoiding Apocalypse",2012,"Katherine Ouimet"
"Stable Wars: Del Mar",2014,"Jonathan Lee Smith"
"ViR: The Robot Boy",2013,"Dheeraj Berry"
"ViR: The Robot Boy",2013,"Suhas Kadav"
"ViR: The Robot Boy",2013,"Amit Pandey"
"The Hollywood Puppet Show",2017,"Ned Goldreyer"
"The Hollywood Puppet Show",2017,"Kevin Kataoka"
"Treetop Family - Super Simple",2017,"Wallace E. Keller"
"The Lifted Life",2017,"Ben Simkins"
"Talking Tom and Friends Minis",2016,"Hyewon Kwon"
"Rev & Roll",2019,"Julie Stewart"
"Ghost Cases",2010,"Paul Andrew Kimball"
"Ghost Cases",2010,"Dale Stevens"
"Family Travel with Colleen Kelly",2013,"Brittany Bischoff"
"Family Travel with Colleen Kelly",2013,"John Carlson"
"Family Travel with Colleen Kelly",2013,"Paul Ceisel"
"Juan Happy Love Story",2016,"John Kenneth De Leon"
"Juan Happy Love Story",2016,"Marlon Miguel"
"Juan Happy Love Story",2016,"Denoy Navarro-Punio"
"Murderers and Their Mothers",2016,"Sarah Stevenson"
"Makeover Wish",2007,"Stan Feingold"
"Ekaterina: The Rise of Catherine the Great",2014,"Arif Aliev"
"Ekaterina: The Rise of Catherine the Great",2014,"Elli Palmer"
"Supersize Structures",2016,"Michael Cove"
"Supersize Structures",2016,"Eleanor Horn"
"I, Caesar: The Rise and Fall of the Roman Empire",1997,"Phil Grabsky"
"Life and Fate",2012,"Vasiliy Grossman"
"Life and Fate",2012,"Eduard Volodarskiy"
"60 Second Docs",2016,"Emmet McDermott"
"Two Legends",2014,"Dmitry Abeziaev"
"Two Legends",2014,"Denis Karyshev"
"5 Facts",2014,"Van Corona"
"Katsugeki/Touken Ranbu",2017,"Rachel Robinson"
"Second Sight",2000,"Paula Milne"
"Mickey's Farm",2009,"Darcy Fitzpatrick"
"Mickey's Farm",2009,"Edward J. Martin"
"Bounty Hamster",2003,"Alan Gilbey"
"Bounty Hamster",2003,"David Freedman"
"Adam & Eve",2016,"Bianca Dillard"
"Adam & Eve",2016,"Davey Morrison"
"Somewhere South",2020,"Vivian Howard"
"300 Million Years",2015,"Stefan Schneider"
"Space Mistakes",2016,"Nathan Todd Sims"
"Space Mistakes",2016,"Mike Sims"
"1Life",2016,"Daniel Ward Garber"
"Focal Point",2019,"Matthew Devlin"
"Amber the Ambulance",2017,"Holly Knowles"
"Kings in Grass Castles",1998,"Mary Durack"
"Kings in Grass Castles",1998,"Tony Morphett"
"An Unknown Enemy",2018,"Silvia Jiménez"
"An Unknown Enemy",2018,"Gabriel Ripstein"
"An Unknown Enemy",2018,"Moises Aisemberg"
"Easy Living",2010,"Johanna Hartikainen"
"Easy Living",2010,"Roope Lehtinen"
"Easy Living",2010,"Paula Mononen"
"Actually Me",2017,"Mart Sander"
"Fluffy Gardens",2007,"Jason Tammemägi"
"Serial Killer Culture TV",2017,"John Borowski"
"Woodwalkers",2017,"John Dooley"
"Woodwalkers",2017,"Daniel Montgomery"
"The Magical Adventures of Quasimodo",1996,"Alan Swayze"
"F'd",2015,"Ryan Gowland"
"Wildest Middle East",2015,"James Hemming"
"Home Remedy",2017,"Evan Kidd"
"On The Bank",2017,"Eero Epner"
"On The Bank",2017,"Tarmo Jüristo"
"Egotastic FunTime!",2017,"Justin Pool"
"From Beyond",2017,"Jarno Lee Vinsencius"
"From Beyond",2017,"Biljana Slavkovic"
"Beginnings",2016,"Jacqueline Druga"
"Spectre Analysis",2017,"Alex Drinkwater"
"Blood and Water",2015,"Diane Boehme"
"America's Monsters",2013,"Phil Clark"
"America's Monsters",2013,"Phil Desjardins"
"America's Monsters",2013,"John Kuyk"
"Besties",2013,"Rebecca Perry Cutter"
"The Sweet Spot: A Treasury of Baseball Stories",2016,"Jon Leonoudakis"
"The Ridge: Origins",2016,"Ali Abbas"
"Hitler's Holocaust",2001,"Maurice Philip Remy"
"In Sanity, Florida",2017,"Marc C. Zatorsky"
"In Sanity, Florida",2017,"Shawn Morell Zatorsky"
"pocket.watch Challenge Squad",2018,"William Derek Ustruck"
"pocket.watch Challenge Squad",2018,"Jon Barnett"
"pocket.watch Challenge Squad",2018,"Jonathan M. Levine"
"Hardly Working",2008,"Emily Axford"
"Hardly Working",2008,"Amir Blumenfeld"
"Hardly Working",2008,"Paul Briganti"
"The Crusaders",2005,"Bob Daniher"
"Local Hauntings",2018,"Anthony Daniel"
"Geometry",2017,"John Lewis"
"Impossible Peace",2017,"Michael Cove"
"Faaail!",2016,"Anthony Légal"
"Curious?",2017,"Narlyia Sterling"
"Curious?",2017,"Xavier Bias"
"Curious?",2017,"Tai French"
"Fifi: Cat Therapist",2014,"Joelle Sellner"
"Gym Class Science",2015,"Justin Reager"
"Gym Class Science",2015,"Shane Spiegel"
"The Hunters Club",2014,"David Shaw"
"The Union Series",2016,"Jamal Hines"
"Another Dirty Room",2016,"Dan Bell"
"Please Tell Me I'm Adopted!",2017,"Nicole Dupre Sobchack"
"Please Tell Me I'm Adopted!",2017,"Ben Kacsandi"
"Underworld Wrestling",2018,"Adam Ashlee"
"Underworld Wrestling",2018,"Mark Williamson"
"Night In/Night Out",2018,"Stratos Tzitzis"
"Leo the Truck",2015,"Maria Poddubnaya"
"US Bounty Hunters",2014,"Matt Burnett"
"US Bounty Hunters",2014,"Glenn Clements"
"All the Pizza",2016,"Max Landes"
"All the Pizza",2016,"Christopher Low"
"All the Pizza",2016,"Carlo Alberto Orecchia"
"I Pranked My Parents",2014,"Carley Adams"
"I Pranked My Parents",2014,"Brett Hernandez Spackman"
"I Pranked My Parents",2014,"Joey Case"
"America Unveiled",2018,"Tom Hubbard"
"Cosmic Journeys",2009,"Thomas Lucas"
"Cosmic Journeys",2009,"Dave Brody"
"Socially Awkward",2017,"Nick Graff"
"The Crack!",2011,"Alfonso Acosta"
"An Egg's Guide to Minecraft",2012,"Dan Lloyd"
"An Egg's Guide to Minecraft",2012,"Jason Sargeant"
"An Egg's Guide to Minecraft",2012,"Christine Atkin"
"Switzerland's Amazing Train Rides",2014,"Patty Conroy"
"OMG!",2016,"Raony Phillips"
"Bogus Beauty",2017,"Chrissy Mahlmeister"
"Beyond Invention",2004,"Peter von Puttkamer"
"Fishstick & Honeybear",2014,"Dennis Messner"
"Car Patrol of Car City",2017,"Holly Knowles"
"The Coeds",2015,"Zoe Tamara"
"The Coeds",2015,"Viviana Vargas"
"Operation Shadow",2017,"Alejandro Chamorro"
"World War I",2014,"Marina Bandilenko"
"Eat Yourself Sexy",2009,"Kristen Colle"
"Eat Yourself Sexy",2009,"Leslie Cote"
"Sirenetta & the Second Star",2017,"Matt Bruneau-Richardson"
"Tom the Tow Truck",2016,"Holly Knowles"
"Puppy Prep",2018,"Garrett Werner"
"Cream",2017,"David Firth"
"Open Space",2011,"Nicolas Franik"
"Tales of Morrissa",2017,"Jeff Rigler"
"Tales of Morrissa",2017,"Shavaun Rigler"
"Little Big Awesome",2016,"Tomi Dieguez"
"Little Big Awesome",2016,"Ben Gruber"
"Dropping the Soap",2017,"Mandy Fabian"
"Dropping the Soap",2017,"Paul Witten"
"Designing Ireland",2015,"Angela Brady"
"Designing Ireland",2015,"Sandra O'Connell"
"Inside Hitler's Killing Machine",2016,"François Pomès"
"Inside Hitler's Killing Machine",2016,"Jean François Bouchard"
"Inside Hitler's Killing Machine",2016,"Quentin Domart"
"Dowry",2015,"Jag Parmar"
"Loki",2021,"Michael Waldron"
"Loki",2021,"Bisha K. Ali"
"The Mandalorian",2019,"Jon Favreau"
"The Mandalorian",2019,"George Lucas"
"WandaVision",2021,"Peter Cameron"
"WandaVision",2021,"Mackenzie Dohr"
"The Falcon and the Winter Soldier",2021,"Ed Brubaker"
"The Falcon and the Winter Soldier",2021,"Gene Colan"
"The Falcon and the Winter Soldier",2021,"Steve Epting"
"Star Wars: The Clone Wars",2008,"George Lucas"
"Star Wars: The Clone Wars",2008,"Henry Gilroy"
"Once Upon a Time",2011,"Adam Horowitz"
"Marvel's Agent Carter",2015,"Jack Kirby"
"Marvel's Agent Carter",2015,"Stan Lee"
"Star Wars Rebels",2014,"Simon Kinberg"
"The Owl House",2020,"Dana Terrace"
"The Muppet Show",1976,"Jim Henson"
"The Muppet Show",1976,"Jerry Juhl"
"The Mysterious Benedict Society",2021,"Phil Hay"
"The Mysterious Benedict Society",2021,"Chelsey Lora"
"Monsters at Work",2021,"Bobs Gannaway"
"Monsters at Work",2021,"Kelsey Mann"
"Dinosaurs",1991,"Michael Jacobs"
"Dinosaurs",1991,"Bob Young"
"Boy Meets World",1993,"Michael Jacobs"
"Big Shot",2021,"Grace Cary Bickley"
"Big Shot",2021,"Arielle Díaz"
"Phineas and Ferb",2007,"Jeff 'Swampy' Marsh"
"Bluey",2018,"Joe Brumm"
"Bluey",2018,"Tim Bain"
"The Imagineering Story",2019,"Mark A. Catalena"
"DuckTales",1987,"David Weimers"
"Wizards of Waverly Place",2007,"Todd J. Greenwald"
"Star Wars: Clone Wars",2003,"Bryan Andrews"
"Star Wars: Clone Wars",2003,"Darrick Bachman"
"Wolverine and the X-Men",2009,"Max Botkin"
"Wolverine and the X-Men",2009,"Joshua Fine"
"Marvel Studios: Assembled",2021,"Brenton Covington"
"Marvel Studios: Assembled",2021,"Meghan Leon"
"Kim Possible",2002,"Mark McCorkle"
"Kim Possible",2002,"Bob Schooley"
"Once Upon a Time in Wonderland",2013,"Jane Espenson"
"Once Upon a Time in Wonderland",2013,"Zack Estrin"
"Marvel Studios: Legends",2021,"Brandon Bestenheider"
"Marvel Studios: Legends",2021,"Brenton Covington"
"Girl Meets World",2014,"Michael Jacobs"
"The Avengers: Earth's Mightiest Heroes",2010,"Christopher L. Yost"
"Amphibia",2019,"Matt Braly"
"Gargoyles",1994,"Michael Reaves"
"The Suite Life of Zack & Cody",2005,"Jim Geoghan"
"Darkwing Duck",1991,"Haskell Barkin"
"Darkwing Duck",1991,"John Behnke"
"Darkwing Duck",1991,"Gordon Bressack"
"The Right Stuff",2020,"Mark Lafferty"
"The Right Stuff",2020,"Tom Wolfe"
"TRON: Uprising",2012,"Adam Nussdorf"
"The Mighty Ducks: Game Changers",2021,"Steven Brill"
"Marvel's Avengers Assemble",2013,"Jack Kirby"
"Marvel's Avengers Assemble",2013,"Joe Simon"
"Recess",1997,"Paul Germain"
"Recess",1997,"Joe Ansolabehere"
"Chip 'n' Dale Rescue Rangers",1989,"Burt Brown"
"Chip 'n' Dale Rescue Rangers",1989,"Alan Burnett"
"Chip 'n' Dale Rescue Rangers",1989,"Art Cover"
"Doug",1991,"Jim Jinkins"
"Lizzie McGuire",2001,"Terri Minsky"
"Cosmos: Possible Worlds",2020,"André Bormanis"
"Cosmos: Possible Worlds",2020,"Brannon Braga"
"Cosmos: Possible Worlds",2020,"Ann Druyan"
"The Suite Life on Deck",2008,"Jim Geoghan"
"Hannah Montana",2006,"Richard Correll"
"Hannah Montana",2006,"Barry O'Brien"
"Jessie",2011,"Pamela Eells"
"Jessie",2011,"Eric Schaar"
"Marvel's Inhumans",2017,"Scott Buck"
"Gordon Ramsay: Uncharted",2019,"Andy Milligan"
"Gordon Ramsay: Uncharted",2019,"John Moore"
"Disney's Adventures of the Gummi Bears",1985,"Alan Burnett"
"Star Wars Resistance",2018,"Carrie Beck"
"Star Wars Resistance",2018,"Dave Filoni"
"That's So Raven",2003,"Michael Poryes"
"That's So Raven",2003,"Susan Sherman"
"Turner & Hooch",2021,"Michael Blodgett"
"Turner & Hooch",2021,"Jackie Decembly"
"TaleSpin",1990,"Alan Burnett"
"TaleSpin",1990,"Carter Crocker"
"TaleSpin",1990,"Jeremy Cushner"
"Mickey Mouse Clubhouse",2006,"Bobs Gannaway"
"Even Stevens",2000,"Matt Dearborn"
"Andi Mack",2017,"Terri Minsky"
"Secrets of Sulphur Springs",2021,"Tracey Thomson"
"Secrets of Sulphur Springs",2021,"R. Lee Fleming Jr."
"Milo Murphy's Law",2016,"Jeff 'Swampy' Marsh"
"Milo Murphy's Law",2016,"Scott D. Peterson"
"Lilo & Stitch: The Series",2003,"Dean DeBlois"
"Lilo & Stitch: The Series",2003,"Chris Sanders"
"Lilo & Stitch: The Series",2003,"Madellaine Paxson"
"Austin & Ally",2011,"Kevin Kopelow"
"The New Adventures of Winnie the Pooh",1988,"Larry Bernard"
"The New Adventures of Winnie the Pooh",1988,"Mark Cassutt"
"The New Adventures of Winnie the Pooh",1988,"Marley Clark"
"Raven's Home",2017,"Jed Elinoff"
"Kickin' It",2011,"Jim O'Doherty"
"Kickin' It",2011,"Byron Kavanagh"
"Brain Games",2011,"Jerry Kolber"
"The Proud Family",2001,"Bruce W. Smith"
"The Proud Family",2001,"Doreen Spicer"
"Sonny with a Chance",2009,"Steve Marmel"
"Violetta",2012,"Solange Keoleyan"
"Violetta",2012,"Luis Mariani"
"Violetta",2012,"Sebastián Parrotta"
"The Lion King's Timon & Pumbaa",1995,"Jeff Abel"
"Phil of the Future",2004,"Tim Maile"
"Little Einsteins",2005,"Eric Weiner"
"Little Einsteins",2005,"Douglas Wood"
"Shake It Up",2010,"Chris Thompson"
"Marvel's Guardians of the Galaxy",2015,"Steve Englehart"
"Marvel's Guardians of the Galaxy",2015,"Steve Gan"
"Marvel's Guardians of the Galaxy",2015,"Keith Giffen"
"Smart Guy",1997,"Danny Kallis"
"Smart Guy",1997,"Ralph Greene"
"American Dragon: Jake Long",2005,"Eddie Guzelian"
"American Dragon: Jake Long",2005,"Chris Nee"
"Mickey Mouse",2013,"Mark Ackland"
"Mickey Mouse",2013,"Darrick Bachman"
"Diary of a Future President",2020,"Ilana Peña"
"Diary of a Future President",2020,"Amy Reed"
"Spider-Man and His Amazing Friends",1981,"Donald F. Glut"
"Spider-Man and His Amazing Friends",1981,"Dennis Marks"
"Goof Troop",1992,"Jim Carlson"
"Goof Troop",1992,"Mirith J. Colao"
"Spider-Man Unlimited",1999,"Larry Brody"
"Spider-Man Unlimited",1999,"Robert Gregory Browne"
"Spider-Man Unlimited",1999,"Diane Duane"
"The Little Mermaid",1992,"Hans Christian Andersen"
"The Little Mermaid",1992,"Peter S. Beagle"
"Big City Greens",2018,"Shane Houghton"
"Zenimation",2020,"David Bess"
"Wicked Tuna",2012,"Matthew Lee"
"Wicked Tuna",2012,"Sarah Madden"
"Inside Pixar",2020,"Jacob Combs"
"Iron Man: Armored Adventures",2009,"Craig Kyle"
"Pair of Kings",2010,"David Hoge"
"Pair of Kings",2010,"Dan Cross"
"Mighty Med",2013,"Jim Bernstein"
"Special Agent Oso",2009,"John Loy"
"Imagination Movers",2008,"Richard Gitelson"
"Secrets of the Whales",2021,"Brian Armstrong"
"Secrets of the Whales",2021,"Andy Mitchell"
"Stuck in the Middle",2016,"Alison Brown"
"Jonas",2009,"Michael Curtis"
"The Wonderful World of Mickey Mouse",2020,"Darrick Bachman"
"The Wonderful World of Mickey Mouse",2020,"Mike Bell"
"The Emperor's New School",2006,"Mark Dindal"
"The Emperor's New School",2006,"Kevin Campbell"
"Hostile Planet",2019,"Ed Fields"
"Hostile Planet",2019,"Bruce Kennedy"
